IMEI,CO2,温度,湿度,取得時間
357864098056037,494,11.9,37.6,2022-02-07 15:23
357864098056037,495,11.9,37.6,2022-02-07 15:28
357864098056037,495,11.8,37.7,2022-02-07 15:33
357864098056037,494,11.8,37.8,2022-02-07 15:38
357864098056037,495,11.8,37.9,2022-02-07 15:43
357864098056037,494,11.8,37.9,2022-02-07 15:48
357864098056037,493,11.8,37.9,2022-02-07 15:53
357864098056037,497,11.7,38.0,2022-02-07 15:58
357864098056037,497,11.7,38.0,2022-02-07 16:03
357864098056037,497,11.7,38.1,2022-02-07 16:08
357864098056037,499,11.7,38.1,2022-02-07 16:13
357864098056037,497,11.7,38.1,2022-02-07 16:18
357864098056037,498,11.7,38.2,2022-02-07 16:23
357864098056037,497,11.7,38.3,2022-02-07 16:28
357864098056037,498,11.6,38.3,2022-02-07 16:33
357864098056037,496,11.6,38.3,2022-02-07 16:38
357864098056037,497,11.6,38.4,2022-02-07 16:43
357864098056037,494,11.6,38.5,2022-02-07 16:48
357864098056037,498,11.6,38.5,2022-02-07 16:53
357864098056037,499,11.6,38.6,2022-02-07 16:58
357864098056037,497,11.6,38.5,2022-02-07 17:03
357864098056037,501,11.5,38.5,2022-02-07 17:08
357864098056037,499,11.6,38.5,2022-02-07 17:13
357864098056037,501,11.5,38.6,2022-02-07 17:19
357864098056037,503,11.5,38.6,2022-02-07 17:24
357864098056037,502,11.5,38.6,2022-02-07 17:29
357864098056037,499,11.5,38.6,2022-02-07 17:34
357864098056037,501,11.5,38.7,2022-02-07 17:39
357864098056037,500,11.5,38.7,2022-02-07 17:44
357864098056037,500,11.5,38.6,2022-02-07 17:49
357864098056037,503,11.5,38.7,2022-02-07 17:54
357864098056037,501,11.5,38.7,2022-02-07 17:59
357864098056037,503,11.5,38.7,2022-02-07 18:04
357864098056037,503,11.5,38.8,2022-02-07 18:09
357864098056037,502,11.4,38.7,2022-02-07 18:14
357864098056037,502,11.4,38.8,2022-02-07 18:19
357864098056037,500,11.4,38.8,2022-02-07 18:24
357864098056037,501,11.4,38.9,2022-02-07 18:29
357864098056037,502,11.4,38.9,2022-02-07 18:34
357864098056037,500,11.4,38.9,2022-02-07 18:39
357864098056037,503,11.4,38.9,2022-02-07 18:44
357864098056037,501,11.4,39.0,2022-02-07 18:49
357864098056037,501,11.4,38.9,2022-02-07 18:54
357864098056037,504,11.4,38.9,2022-02-07 18:59
357864098056037,505,11.4,39.0,2022-02-07 19:04
357864098056037,504,11.4,38.9,2022-02-07 19:09
357864098056037,503,11.3,39.1,2022-02-07 19:14
357864098056037,502,11.4,39.1,2022-02-07 19:19
357864098056037,505,11.3,39.1,2022-02-07 19:24
357864098056037,505,11.4,39.0,2022-02-07 19:29
357864098056037,503,11.3,39.0,2022-02-07 19:34
357864098056037,505,11.3,39.0,2022-02-07 19:39
357864098056037,506,11.3,39.1,2022-02-07 19:44
357864098056037,507,11.3,39.0,2022-02-07 19:49
357864098056037,507,11.3,39.1,2022-02-07 19:54
357864098056037,505,11.3,39.2,2022-02-07 19:59
357864098056037,504,11.3,39.2,2022-02-07 20:04
357864098056037,506,11.3,39.2,2022-02-07 20:09
357864098056037,507,11.3,39.1,2022-02-07 20:14
357864098056037,507,11.3,39.2,2022-02-07 20:19
357864098056037,507,11.3,39.1,2022-02-07 20:24
357864098056037,507,11.3,39.3,2022-02-07 20:29
357864098056037,508,11.3,39.3,2022-02-07 20:34
357864098056037,505,11.3,39.2,2022-02-07 20:39
357864098056037,506,11.2,39.2,2022-02-07 20:44
357864098056037,504,11.3,39.3,2022-02-07 20:49
357864098056037,506,11.3,39.4,2022-02-07 20:54
357864098056037,504,11.2,39.4,2022-02-07 21:00
357864098056037,507,11.2,39.4,2022-02-07 21:05
357864098056037,506,11.2,39.5,2022-02-07 21:10
357864098056037,505,11.2,39.5,2022-02-07 21:15
357864098056037,506,11.2,39.5,2022-02-07 21:20
357864098056037,507,11.2,39.4,2022-02-07 21:25
357864098056037,507,11.2,39.5,2022-02-07 21:30
357864098056037,508,11.2,39.5,2022-02-07 21:35
357864098056037,507,11.2,39.6,2022-02-07 21:40
357864098056037,510,11.2,39.5,2022-02-07 21:45
357864098056037,510,11.2,39.6,2022-02-07 21:50
357864098056037,509,11.2,39.7,2022-02-07 21:55
357864098056037,509,11.2,39.8,2022-02-07 22:00
357864098056037,509,11.2,39.8,2022-02-07 22:05
357864098056037,509,11.2,39.8,2022-02-07 22:10
357864098056037,512,11.2,39.9,2022-02-07 22:15
357864098056037,511,11.2,39.9,2022-02-07 22:20
357864098056037,512,11.2,39.8,2022-02-07 22:25
357864098056037,514,11.2,39.9,2022-02-07 22:30
357864098056037,514,11.1,39.9,2022-02-07 22:35
357864098056037,514,11.2,40.0,2022-02-07 22:40
357864098056037,514,11.2,39.9,2022-02-07 22:45
357864098056037,513,11.1,40.0,2022-02-07 22:50
357864098056037,515,11.2,40.1,2022-02-07 22:55
357864098056037,513,11.2,40.0,2022-02-07 23:00
357864098056037,512,11.1,40.1,2022-02-07 23:05
357864098056037,513,11.2,40.1,2022-02-07 23:10
357864098056037,513,11.1,40.2,2022-02-07 23:15
357864098056037,511,11.1,40.2,2022-02-07 23:20
357864098056037,513,11.1,40.2,2022-02-07 23:25
357864098056037,512,11.1,40.2,2022-02-07 23:30
357864098056037,511,11.1,40.2,2022-02-07 23:35
357864098056037,513,11.1,40.3,2022-02-07 23:40
357864098056037,513,11.1,40.4,2022-02-07 23:45
357864098056037,512,11.1,40.4,2022-02-07 23:50
357864098056037,514,11.1,40.4,2022-02-07 23:55
357864098056037,513,11.1,40.4,2022-02-08 00:00
357864098056037,513,11.1,40.4,2022-02-08 00:05
357864098056037,515,11.1,40.5,2022-02-08 00:10
357864098056037,516,11.1,40.5,2022-02-08 00:15
357864098056037,514,11.1,40.5,2022-02-08 00:20
357864098056037,515,11.1,40.6,2022-02-08 00:25
357864098056037,515,11.1,40.7,2022-02-08 00:30
357864098056037,515,11.1,40.6,2022-02-08 00:36
357864098056037,516,11.1,40.6,2022-02-08 00:41
357864098056037,517,11.1,40.6,2022-02-08 00:46
357864098056037,516,11.0,40.6,2022-02-08 00:51
357864098056037,516,11.2,40.5,2022-02-08 00:56
357864098056037,519,11.1,40.5,2022-02-08 01:01
357864098056037,516,11.1,40.6,2022-02-08 01:06
357864098056037,515,11.1,40.7,2022-02-08 01:11
357864098056037,516,11.1,40.8,2022-02-08 01:16
357864098056037,519,11.1,40.7,2022-02-08 01:21
357864098056037,518,11.1,40.7,2022-02-08 01:26
357864098056037,518,11.1,40.8,2022-02-08 01:31
357864098056037,518,11.0,40.7,2022-02-08 01:36
357864098056037,514,11.0,40.8,2022-02-08 01:41
357864098056037,518,11.0,40.9,2022-02-08 01:46
357864098056037,517,11.0,40.8,2022-02-08 01:51
357864098056037,513,11.0,40.9,2022-02-08 01:56
357864098056037,515,11.0,40.9,2022-02-08 02:01
357864098056037,514,11.0,40.9,2022-02-08 02:06
357864098056037,513,11.0,41.0,2022-02-08 02:11
357864098056037,514,11.0,40.9,2022-02-08 02:16
357864098056037,514,11.0,41.0,2022-02-08 02:21
357864098056037,515,11.0,41.0,2022-02-08 02:26
357864098056037,515,11.0,41.0,2022-02-08 02:31
357864098056037,516,11.0,40.9,2022-02-08 02:36
357864098056037,518,11.0,41.0,2022-02-08 02:41
357864098056037,513,11.0,41.0,2022-02-08 02:46
357864098056037,513,11.0,41.0,2022-02-08 02:51
357864098056037,513,11.0,41.1,2022-02-08 02:56
357864098056037,517,11.0,41.0,2022-02-08 03:01
357864098056037,515,11.0,41.1,2022-02-08 03:06
357864098056037,514,11.0,41.1,2022-02-08 03:11
357864098056037,516,11.0,41.1,2022-02-08 03:16
357864098056037,515,11.0,41.1,2022-02-08 03:21
357864098056037,513,11.0,41.2,2022-02-08 03:26
357864098056037,513,11.0,41.1,2022-02-08 03:31
357864098056037,514,11.0,41.2,2022-02-08 03:36
357864098056037,517,11.0,41.1,2022-02-08 03:41
357864098056037,515,11.0,41.2,2022-02-08 03:46
357864098056037,517,11.0,41.2,2022-02-08 03:51
357864098056037,516,11.0,41.2,2022-02-08 03:56
357864098056037,515,11.0,41.3,2022-02-08 04:01
357864098056037,516,11.0,41.4,2022-02-08 04:06
357864098056037,516,11.0,41.5,2022-02-08 04:12
357864098056037,515,11.0,41.5,2022-02-08 04:17
357864098056037,515,10.9,41.6,2022-02-08 04:22
357864098056037,519,10.9,41.6,2022-02-08 04:27
357864098056037,518,10.9,41.7,2022-02-08 04:32
357864098056037,520,11.0,41.8,2022-02-08 04:37
357864098056037,517,10.9,41.7,2022-02-08 04:42
357864098056037,518,11.0,41.8,2022-02-08 04:47
357864098056037,519,10.9,41.8,2022-02-08 04:52
357864098056037,520,10.9,41.9,2022-02-08 04:57
357864098056037,521,11.0,41.9,2022-02-08 05:02
357864098056037,522,11.0,41.9,2022-02-08 05:07
357864098056037,522,10.9,42.0,2022-02-08 05:12
357864098056037,521,11.0,42.1,2022-02-08 05:17
357864098056037,521,11.0,42.0,2022-02-08 05:22
357864098056037,521,10.9,42.0,2022-02-08 05:27
357864098056037,522,10.9,42.1,2022-02-08 05:32
357864098056037,520,10.9,42.1,2022-02-08 05:37
357864098056037,522,10.9,42.2,2022-02-08 05:42
357864098056037,521,10.9,42.2,2022-02-08 05:47
357864098056037,522,10.9,42.2,2022-02-08 05:52
357864098056037,523,10.9,42.2,2022-02-08 05:57
357864098056037,524,10.9,42.2,2022-02-08 06:02
357864098056037,522,10.9,42.3,2022-02-08 06:07
357864098056037,525,10.9,42.2,2022-02-08 06:12
357864098056037,524,10.9,42.2,2022-02-08 06:17
357864098056037,524,10.9,42.2,2022-02-08 06:22
357864098056037,527,10.9,42.4,2022-02-08 06:27
357864098056037,526,10.9,42.3,2022-02-08 06:32
357864098056037,525,10.9,42.4,2022-02-08 06:37
357864098056037,524,10.9,42.4,2022-02-08 06:42
357864098056037,524,10.9,42.3,2022-02-08 06:47
357864098056037,524,10.9,42.5,2022-02-08 06:52
357864098056037,525,10.9,42.5,2022-02-08 06:57
357864098056037,525,10.9,42.5,2022-02-08 07:02
357864098056037,525,10.9,42.5,2022-02-08 07:07
357864098056037,526,10.9,42.7,2022-02-08 07:12
357864098056037,524,10.9,42.6,2022-02-08 07:17
357864098056037,525,10.9,42.7,2022-02-08 07:22
357864098056037,524,10.9,42.8,2022-02-08 07:27
357864098056037,526,10.9,42.8,2022-02-08 07:32
357864098056037,526,10.9,42.9,2022-02-08 07:37
357864098056037,525,10.9,42.9,2022-02-08 07:42
357864098056037,524,10.9,43.0,2022-02-08 07:48
357864098056037,525,10.9,43.1,2022-02-08 07:53
357864098056037,524,10.9,43.1,2022-02-08 07:58
357864098056037,525,10.9,43.0,2022-02-08 08:03
357864098056037,527,10.9,43.0,2022-02-08 08:08
357864098056037,525,10.9,43.2,2022-02-08 08:13
357864098056037,525,10.9,43.1,2022-02-08 08:18
357864098056037,525,10.9,43.1,2022-02-08 08:23
357864098056037,525,10.9,43.2,2022-02-08 08:28
357864098056037,524,10.9,43.2,2022-02-08 08:33
357864098056037,524,10.9,43.4,2022-02-08 08:38
357864098056037,522,10.9,43.3,2022-02-08 08:43
357864098056037,521,10.9,43.4,2022-02-08 08:48
357864098056037,523,10.9,43.4,2022-02-08 08:53
357864098056037,523,10.9,43.5,2022-02-08 08:58
357864098056037,524,10.9,43.4,2022-02-08 09:03
357864098056037,524,10.9,43.3,2022-02-08 09:08
357864098056037,524,10.9,43.5,2022-02-08 09:13
357864098056037,525,10.9,43.5,2022-02-08 09:18
357864098056037,526,10.9,43.5,2022-02-08 09:23
357864098056037,527,10.9,43.5,2022-02-08 09:28
357864098056037,527,10.9,43.5,2022-02-08 09:33
357864098056037,526,10.9,43.6,2022-02-08 09:38
357864098056037,527,10.9,43.6,2022-02-08 09:43
357864098056037,528,10.9,43.5,2022-02-08 09:48
357864098056037,526,10.9,43.6,2022-02-08 09:53
357864098056037,528,10.9,43.7,2022-02-08 09:58
357864098056037,525,10.9,43.6,2022-02-08 10:03
357864098056037,527,10.9,43.7,2022-02-08 10:08
357864098056037,525,10.9,43.6,2022-02-08 10:13
357864098056037,528,10.9,43.7,2022-02-08 10:18
357864098056037,527,10.9,43.7,2022-02-08 10:23
357864098056037,527,10.9,43.7,2022-02-08 10:28
357864098056037,527,10.9,43.7,2022-02-08 10:33
357864098056037,527,10.9,43.7,2022-02-08 10:38
357864098056037,527,10.9,43.8,2022-02-08 10:43
357864098056037,527,10.9,43.9,2022-02-08 10:48
357864098056037,527,11.0,43.9,2022-02-08 10:53
357864098056037,528,10.9,43.9,2022-02-08 10:58
357864098056037,527,11.0,43.8,2022-02-08 11:03
357864098056037,529,10.9,43.9,2022-02-08 11:08
357864098056037,528,11.0,43.9,2022-02-08 11:13
357864098056037,530,11.0,43.8,2022-02-08 11:18
357864098056037,530,11.0,43.8,2022-02-08 11:24
357864098056037,530,11.0,43.8,2022-02-08 11:29
357864098056037,529,11.0,43.8,2022-02-08 11:34
357864098056037,532,11.0,43.8,2022-02-08 11:39
357864098056037,529,11.0,43.9,2022-02-08 11:44
357864098056037,529,11.0,43.8,2022-02-08 11:49
357864098056037,531,11.0,43.8,2022-02-08 11:54
357864098056037,530,11.0,43.8,2022-02-08 11:59
357864098056037,532,11.0,43.7,2022-02-08 12:04
357864098056037,531,11.1,43.7,2022-02-08 12:09
357864098056037,531,11.0,43.7,2022-02-08 12:14
357864098056037,532,11.1,43.7,2022-02-08 12:19
357864098056037,532,11.1,43.7,2022-02-08 12:24
357864098056037,531,11.1,43.6,2022-02-08 12:29
357864098056037,534,11.1,43.6,2022-02-08 12:34
357864098056037,532,11.1,43.6,2022-02-08 12:39
357864098056037,532,11.1,43.4,2022-02-08 12:44
357864098056037,530,11.1,43.5,2022-02-08 12:49
357864098056037,533,11.1,43.6,2022-02-08 12:54
357864098056037,530,11.2,43.4,2022-02-08 12:59
357864098056037,531,11.2,43.5,2022-02-08 13:04
357864098056037,531,11.1,43.5,2022-02-08 13:09
357864098056037,532,11.1,43.5,2022-02-08 13:14
357864098056037,533,11.1,43.5,2022-02-08 13:19
357864098056037,533,11.2,43.5,2022-02-08 13:24
357864098056037,533,11.2,43.5,2022-02-08 13:29
357864098056037,534,11.2,43.5,2022-02-08 13:34
357864098056037,533,11.2,43.5,2022-02-08 13:39
357864098056037,532,11.2,43.5,2022-02-08 13:44
357864098056037,530,11.2,43.4,2022-02-08 13:49
357864098056037,534,11.2,43.4,2022-02-08 13:54
357864098056037,535,11.2,43.4,2022-02-08 13:59
357864098056037,534,11.2,43.5,2022-02-08 14:04
357864098056037,535,11.2,43.4,2022-02-08 14:09
357864098056037,534,11.2,43.4,2022-02-08 14:14
357864098056037,539,11.2,43.3,2022-02-08 14:19
357864098056037,535,11.2,43.3,2022-02-08 14:24
357864098056037,535,11.2,43.4,2022-02-08 14:29
357864098056037,536,11.2,43.3,2022-02-08 14:34
357864098056037,536,11.2,43.3,2022-02-08 14:39
357864098056037,541,11.3,43.4,2022-02-08 14:44
357864098056037,540,11.3,43.4,2022-02-08 14:49
357864098056037,555,11.3,43.6,2022-02-08 14:54
357864098056037,557,11.3,43.4,2022-02-08 15:00
357864098056037,545,11.3,43.4,2022-02-08 15:05
357864098056037,563,11.3,43.6,2022-02-08 15:10
357864098056037,571,11.4,43.7,2022-02-08 15:15
357864098056037,561,11.4,43.6,2022-02-08 15:20
357864098056037,572,11.5,43.6,2022-02-08 15:25
357864098056037,579,11.6,43.7,2022-02-08 15:30
357864098056037,579,11.6,43.7,2022-02-08 15:35
357864098056037,580,11.7,43.7,2022-02-08 15:40
357864098056037,578,11.8,43.6,2022-02-08 15:45
357864098056037,571,11.9,43.6,2022-02-08 15:50
357864098056037,576,11.9,43.6,2022-02-08 15:55
357864098056037,570,12.0,43.4,2022-02-08 16:00
357864098056037,558,12.0,43.3,2022-02-08 16:05
357864098056037,550,12.0,43.2,2022-02-08 16:10
357864098056037,545,12.1,43.2,2022-02-08 16:15
357864098056037,539,12.2,43.2,2022-02-08 16:20
357864098056037,535,12.2,43.1,2022-02-08 16:25
357864098056037,548,12.3,43.1,2022-02-08 16:30
357864098056037,534,12.3,42.9,2022-02-08 16:35
357864098056037,539,12.3,43.0,2022-02-08 16:40
357864098056037,538,12.4,42.9,2022-02-08 16:45
357864098056037,522,12.5,42.8,2022-02-08 16:50
357864098056037,520,12.5,42.8,2022-02-08 16:55
357864098056037,517,12.5,42.7,2022-02-08 17:00
357864098056037,516,12.6,42.7,2022-02-08 17:05
357864098056037,513,12.6,42.7,2022-02-08 17:10
357864098056037,512,12.6,42.7,2022-02-08 17:15
357864098056037,510,12.6,42.6,2022-02-08 17:20
357864098056037,508,12.6,42.7,2022-02-08 17:25
357864098056037,505,12.6,42.8,2022-02-08 17:30
357864098056037,505,12.6,42.8,2022-02-08 17:35
357864098056037,503,12.7,42.8,2022-02-08 17:40
357864098056037,503,12.7,42.8,2022-02-08 17:45
357864098056037,503,12.7,42.9,2022-02-08 17:50
357864098056037,501,12.7,42.8,2022-02-08 17:55
357864098056037,499,12.7,42.9,2022-02-08 18:00
357864098056037,500,12.7,42.8,2022-02-08 18:05
357864098056037,500,12.7,42.6,2022-02-08 18:10
357864098056037,499,12.8,42.7,2022-02-08 18:15
357864098056037,497,12.8,42.7,2022-02-08 18:20
357864098056037,495,12.8,42.7,2022-02-08 18:25
357864098056037,494,12.8,42.6,2022-02-08 18:30
357864098056037,494,12.8,42.6,2022-02-08 18:36
357864098056037,493,12.8,42.6,2022-02-08 18:41
357864098056037,494,12.8,42.5,2022-02-08 18:46
357864098056037,493,12.8,42.6,2022-02-08 18:51
357864098056037,493,12.8,42.5,2022-02-08 18:56
357864098056037,495,12.8,42.4,2022-02-08 19:01
357864098056037,495,12.8,42.5,2022-02-08 19:06
357864098056037,495,12.8,42.6,2022-02-08 19:11
357864098056037,496,12.8,42.5,2022-02-08 19:16
357864098056037,495,12.8,42.5,2022-02-08 19:21
357864098056037,495,12.8,42.5,2022-02-08 19:26
357864098056037,494,12.8,42.5,2022-02-08 19:31
357864098056037,495,12.8,42.5,2022-02-08 19:36
357864098056037,495,12.8,42.4,2022-02-08 19:41
357864098056037,494,12.8,42.4,2022-02-08 19:46
357864098056037,494,12.8,42.4,2022-02-08 19:51
357864098056037,495,12.8,42.3,2022-02-08 19:56
357864098056037,494,12.8,42.4,2022-02-08 20:01
357864098056037,494,12.8,42.4,2022-02-08 20:06
357864098056037,496,12.8,42.3,2022-02-08 20:11
357864098056037,497,12.8,42.4,2022-02-08 20:16
357864098056037,494,12.8,42.3,2022-02-08 20:21
357864098056037,495,12.8,42.3,2022-02-08 20:26
357864098056037,494,12.8,42.4,2022-02-08 20:31
357864098056037,496,12.9,42.4,2022-02-08 20:36
357864098056037,496,12.8,42.3,2022-02-08 20:41
357864098056037,497,12.8,42.3,2022-02-08 20:46
357864098056037,498,12.8,42.4,2022-02-08 20:51
357864098056037,497,12.8,42.3,2022-02-08 20:56
357864098056037,497,12.8,42.3,2022-02-08 21:01
357864098056037,496,12.8,42.3,2022-02-08 21:06
357864098056037,501,12.8,42.4,2022-02-08 21:11
357864098056037,502,12.8,42.6,2022-02-08 21:16
357864098056037,503,12.8,42.7,2022-02-08 21:21
357864098056037,504,12.8,42.5,2022-02-08 21:26
357864098056037,503,12.8,42.6,2022-02-08 21:31
357864098056037,502,12.8,42.6,2022-02-08 21:36
357864098056037,503,12.8,42.5,2022-02-08 21:41
357864098056037,502,12.8,42.4,2022-02-08 21:46
357864098056037,500,12.8,42.4,2022-02-08 21:51
357864098056037,502,12.8,42.3,2022-02-08 21:56
357864098056037,502,12.8,42.2,2022-02-08 22:01
357864098056037,503,12.8,42.3,2022-02-08 22:06
357864098056037,502,12.8,42.2,2022-02-08 22:12
357864098056037,502,12.8,42.1,2022-02-08 22:17
357864098056037,503,12.8,42.2,2022-02-08 22:22
357864098056037,504,12.8,42.1,2022-02-08 22:27
357864098056037,505,12.8,42.2,2022-02-08 22:32
357864098056037,507,12.8,42.1,2022-02-08 22:37
357864098056037,505,12.8,42.2,2022-02-08 22:42
357864098056037,506,12.8,42.1,2022-02-08 22:47
357864098056037,506,12.8,42.2,2022-02-08 22:52
357864098056037,509,12.8,42.1,2022-02-08 22:57
357864098056037,508,12.8,42.0,2022-02-08 23:02
357864098056037,507,12.8,42.1,2022-02-08 23:07
357864098056037,508,12.8,42.1,2022-02-08 23:12
357864098056037,509,12.8,42.1,2022-02-08 23:17
357864098056037,509,12.8,42.1,2022-02-08 23:22
357864098056037,507,12.8,42.2,2022-02-08 23:27
357864098056037,507,12.8,42.2,2022-02-08 23:32
357864098056037,508,12.8,42.1,2022-02-08 23:37
357864098056037,510,12.8,42.2,2022-02-08 23:42
357864098056037,509,12.8,42.1,2022-02-08 23:47
357864098056037,508,12.8,42.1,2022-02-08 23:52
357864098056037,509,12.8,42.1,2022-02-08 23:57
357864098056037,511,12.8,42.1,2022-02-09 00:02
357864098056037,512,12.8,42.1,2022-02-09 00:07
357864098056037,512,12.8,42.0,2022-02-09 00:12
357864098056037,514,12.8,42.0,2022-02-09 00:17
357864098056037,514,12.8,42.1,2022-02-09 00:22
357864098056037,514,12.8,42.1,2022-02-09 00:27
357864098056037,513,12.8,42.1,2022-02-09 00:32
357864098056037,514,12.7,42.1,2022-02-09 00:37
357864098056037,515,12.7,42.1,2022-02-09 00:42
357864098056037,516,12.7,42.2,2022-02-09 00:47
357864098056037,519,12.7,42.1,2022-02-09 00:52
357864098056037,519,12.8,42.1,2022-02-09 00:57
357864098056037,515,12.8,42.0,2022-02-09 01:02
357864098056037,516,12.8,42.1,2022-02-09 01:07
357864098056037,517,12.7,42.2,2022-02-09 01:12
357864098056037,517,12.7,42.1,2022-02-09 01:17
357864098056037,516,12.7,42.2,2022-02-09 01:22
357864098056037,518,12.7,42.2,2022-02-09 01:27
357864098056037,517,12.7,42.1,2022-02-09 01:32
357864098056037,519,12.7,42.2,2022-02-09 01:37
357864098056037,519,12.7,42.2,2022-02-09 01:42
357864098056037,519,12.7,42.3,2022-02-09 01:48
357864098056037,520,12.7,42.3,2022-02-09 01:53
357864098056037,519,12.7,42.3,2022-02-09 01:58
357864098056037,521,12.7,42.2,2022-02-09 02:03
357864098056037,520,12.7,42.2,2022-02-09 02:08
357864098056037,519,12.7,42.3,2022-02-09 02:13
357864098056037,519,12.7,42.3,2022-02-09 02:18
357864098056037,519,12.7,42.1,2022-02-09 02:23
357864098056037,518,12.7,42.2,2022-02-09 02:28
357864098056037,519,12.7,42.2,2022-02-09 02:33
357864098056037,519,12.7,42.3,2022-02-09 02:38
357864098056037,518,12.7,42.2,2022-02-09 02:43
357864098056037,520,12.7,42.3,2022-02-09 02:48
357864098056037,520,12.7,42.3,2022-02-09 02:53
357864098056037,518,12.7,42.3,2022-02-09 02:58
357864098056037,519,12.6,42.3,2022-02-09 03:03
357864098056037,520,12.7,42.3,2022-02-09 03:08
357864098056037,519,12.6,42.4,2022-02-09 03:13
357864098056037,521,12.6,42.4,2022-02-09 03:18
357864098056037,522,12.6,42.3,2022-02-09 03:23
357864098056037,520,12.7,42.2,2022-02-09 03:28
357864098056037,520,12.7,42.3,2022-02-09 03:33
357864098056037,520,12.6,42.3,2022-02-09 03:38
357864098056037,520,12.6,42.3,2022-02-09 03:43
357864098056037,523,12.6,42.4,2022-02-09 03:48
357864098056037,522,12.6,42.5,2022-02-09 03:53
357864098056037,523,12.6,42.7,2022-02-09 03:58
357864098056037,522,12.6,42.8,2022-02-09 04:03
357864098056037,523,12.6,42.9,2022-02-09 04:08
357864098056037,524,12.6,43.0,2022-02-09 04:13
357864098056037,523,12.6,43.1,2022-02-09 04:18
357864098056037,523,12.6,43.1,2022-02-09 04:23
357864098056037,523,12.6,43.2,2022-02-09 04:28
357864098056037,524,12.6,43.3,2022-02-09 04:33
357864098056037,522,12.6,43.3,2022-02-09 04:38
357864098056037,521,12.6,43.4,2022-02-09 04:43
357864098056037,523,12.6,43.3,2022-02-09 04:48
357864098056037,521,12.5,43.5,2022-02-09 04:53
357864098056037,522,12.6,43.4,2022-02-09 04:58
357864098056037,522,12.5,43.4,2022-02-09 05:03
357864098056037,523,12.5,43.5,2022-02-09 05:08
357864098056037,524,12.5,43.5,2022-02-09 05:13
357864098056037,522,12.6,43.6,2022-02-09 05:18
357864098056037,524,12.5,43.6,2022-02-09 05:23
357864098056037,522,12.5,43.5,2022-02-09 05:29
357864098056037,524,12.5,43.6,2022-02-09 05:34
357864098056037,522,12.5,43.7,2022-02-09 05:39
357864098056037,524,12.5,43.7,2022-02-09 05:44
357864098056037,524,12.5,43.7,2022-02-09 05:49
357864098056037,525,12.5,43.6,2022-02-09 05:54
357864098056037,526,12.5,43.6,2022-02-09 05:59
357864098056037,525,12.5,43.7,2022-02-09 06:04
357864098056037,525,12.5,43.7,2022-02-09 06:09
357864098056037,528,12.5,43.8,2022-02-09 06:14
357864098056037,525,12.5,43.6,2022-02-09 06:19
357864098056037,526,12.4,43.8,2022-02-09 06:24
357864098056037,525,12.4,43.7,2022-02-09 06:29
357864098056037,524,12.4,43.7,2022-02-09 06:34
357864098056037,526,12.4,44.0,2022-02-09 06:39
357864098056037,527,12.4,43.9,2022-02-09 06:44
357864098056037,528,12.4,44.0,2022-02-09 06:49
357864098056037,529,12.4,44.0,2022-02-09 06:54
357864098056037,526,12.3,44.1,2022-02-09 06:59
357864098056037,529,12.3,44.1,2022-02-09 07:04
357864098056037,530,12.3,44.1,2022-02-09 07:09
357864098056037,529,12.3,44.1,2022-02-09 07:14
357864098056037,532,12.3,44.1,2022-02-09 07:19
357864098056037,542,12.3,45.1,2022-02-09 07:24
357864098056037,538,12.3,44.7,2022-02-09 07:29
357864098056037,538,12.3,44.5,2022-02-09 07:34
357864098056037,535,12.2,44.5,2022-02-09 07:39
357864098056037,543,12.3,44.5,2022-02-09 07:44
357864098056037,555,12.3,44.5,2022-02-09 07:49
357864098056037,554,12.3,44.5,2022-02-09 07:54
357864098056037,553,12.3,44.4,2022-02-09 07:59
357864098056037,553,12.3,44.4,2022-02-09 08:04
357864098056037,552,12.2,44.4,2022-02-09 08:09
357864098056037,552,12.2,44.4,2022-02-09 08:14
357864098056037,551,12.2,44.4,2022-02-09 08:19
357864098056037,552,12.2,44.4,2022-02-09 08:24
357864098056037,551,12.2,44.5,2022-02-09 08:29
357864098056037,552,12.2,44.4,2022-02-09 08:34
357864098056037,563,12.2,44.4,2022-02-09 08:39
357864098056037,585,12.8,43.9,2022-02-09 08:44
357864098056037,560,13.5,43.0,2022-02-09 08:49
357864098056037,558,14.2,42.9,2022-02-09 08:54
357864098056037,555,14.6,42.4,2022-02-09 08:59
357864098056037,552,15.1,41.8,2022-02-09 09:05
357864098056037,538,15.6,40.7,2022-02-09 09:10
357864098056037,531,16.1,39.7,2022-02-09 09:15
357864098056037,511,16.4,38.7,2022-02-09 09:20
357864098056037,526,16.6,38.5,2022-02-09 09:25
357864098056037,596,16.8,39.1,2022-02-09 09:30
357864098056037,595,17.1,38.3,2022-02-09 09:35
357864098056037,587,17.5,37.4,2022-02-09 09:40
357864098056037,570,17.8,36.5,2022-02-09 09:45
357864098056037,586,18.0,36.3,2022-02-09 09:50
357864098056037,613,18.1,36.1,2022-02-09 09:55
357864098056037,641,18.3,35.9,2022-02-09 10:00
357864098056037,652,18.5,35.5,2022-02-09 10:05
357864098056037,611,18.8,34.7,2022-02-09 10:10
357864098056037,613,18.8,34.2,2022-02-09 10:15
357864098056037,624,18.6,34.3,2022-02-09 10:20
357864098056037,619,18.7,34.0,2022-02-09 10:25
357864098056037,596,18.8,33.4,2022-02-09 10:30
357864098056037,605,19.0,33.1,2022-02-09 10:35
