IMEI,CO2,温度,湿度,取得時間
357864098056037,553,11.2,46.3,2022-01-04 09:20
357864098056037,552,11.2,46.2,2022-01-04 09:25
357864098056037,554,11.2,46.3,2022-01-04 09:30
357864098056037,554,11.2,46.1,2022-01-04 09:35
357864098056037,554,11.2,46.2,2022-01-04 09:40
357864098056037,554,11.2,46.2,2022-01-04 09:45
357864098056037,554,11.2,46.3,2022-01-04 09:50
357864098056037,554,11.2,46.2,2022-01-04 09:56
357864098056037,553,11.2,46.3,2022-01-04 10:01
357864098056037,555,11.2,46.2,2022-01-04 10:06
357864098056037,557,11.2,46.2,2022-01-04 10:11
357864098056037,555,11.2,46.3,2022-01-04 10:16
357864098056037,556,11.2,46.3,2022-01-04 10:21
357864098056037,556,11.2,46.3,2022-01-04 10:26
357864098056037,556,11.2,46.3,2022-01-04 10:31
357864098056037,555,11.2,46.3,2022-01-04 10:36
357864098056037,555,11.2,46.3,2022-01-04 10:41
357864098056037,555,11.2,46.3,2022-01-04 10:46
357864098056037,555,11.2,46.4,2022-01-04 10:51
357864098056037,555,11.2,46.3,2022-01-04 10:56
357864098056037,558,11.2,46.3,2022-01-04 11:01
357864098056037,555,11.2,46.3,2022-01-04 11:06
357864098056037,557,11.2,46.3,2022-01-04 11:11
357864098056037,555,11.2,46.3,2022-01-04 11:16
357864098056037,559,11.2,46.3,2022-01-04 11:21
357864098056037,556,11.2,46.3,2022-01-04 11:26
357864098056037,557,11.2,46.3,2022-01-04 11:31
357864098056037,558,11.3,46.3,2022-01-04 11:36
357864098056037,558,11.2,46.3,2022-01-04 11:41
357864098056037,560,11.3,46.4,2022-01-04 11:46
357864098056037,559,11.4,46.1,2022-01-04 11:51
357864098056037,561,11.3,46.2,2022-01-04 11:56
357864098056037,561,11.3,46.2,2022-01-04 12:01
357864098056037,559,11.3,46.2,2022-01-04 12:06
357864098056037,558,11.3,46.3,2022-01-04 12:11
357864098056037,560,11.3,46.3,2022-01-04 12:16
357864098056037,559,11.3,46.3,2022-01-04 12:21
357864098056037,559,11.3,46.2,2022-01-04 12:26
357864098056037,560,11.3,46.3,2022-01-04 12:31
357864098056037,558,11.3,46.3,2022-01-04 12:36
357864098056037,558,11.3,46.3,2022-01-04 12:41
357864098056037,557,11.3,46.3,2022-01-04 12:46
357864098056037,559,11.3,46.3,2022-01-04 12:51
357864098056037,559,11.3,46.2,2022-01-04 12:56
357864098056037,558,11.3,46.2,2022-01-04 13:01
357864098056037,559,11.3,46.3,2022-01-04 13:06
357864098056037,558,11.3,46.2,2022-01-04 13:11
357864098056037,558,11.3,46.3,2022-01-04 13:16
357864098056037,556,11.3,46.3,2022-01-04 13:21
357864098056037,556,11.3,46.3,2022-01-04 13:26
357864098056037,558,11.4,46.2,2022-01-04 13:32
357864098056037,557,11.4,46.3,2022-01-04 13:37
357864098056037,557,11.4,46.2,2022-01-04 13:42
357864098056037,557,11.4,46.2,2022-01-04 13:47
357864098056037,520,11.4,46.2,2022-01-04 13:52
357864098056037,519,11.3,46.2,2022-01-04 13:57
357864098056037,519,11.4,46.2,2022-01-04 14:02
357864098056037,521,11.4,46.2,2022-01-04 14:07
357864098056037,519,11.4,46.2,2022-01-04 14:12
357864098056037,520,11.4,46.2,2022-01-04 14:17
357864098056037,519,11.4,46.2,2022-01-04 14:22
357864098056037,518,11.4,46.2,2022-01-04 14:27
357864098056037,521,11.4,46.2,2022-01-04 14:32
357864098056037,520,11.4,46.2,2022-01-04 14:37
357864098056037,520,11.4,46.2,2022-01-04 14:42
357864098056037,518,11.4,46.1,2022-01-04 14:47
357864098056037,521,11.4,46.2,2022-01-04 14:52
357864098056037,520,11.4,46.2,2022-01-04 14:57
357864098056037,517,11.4,46.2,2022-01-04 15:02
357864098056037,518,11.4,46.1,2022-01-04 15:07
357864098056037,517,11.4,46.2,2022-01-04 15:12
357864098056037,518,11.4,46.2,2022-01-04 15:17
357864098056037,518,11.4,46.2,2022-01-04 15:22
357864098056037,517,11.4,46.2,2022-01-04 15:27
357864098056037,519,11.4,46.2,2022-01-04 15:32
357864098056037,518,11.5,46.2,2022-01-04 15:37
357864098056037,518,11.4,46.2,2022-01-04 15:42
357864098056037,518,11.4,46.3,2022-01-04 15:47
357864098056037,520,11.4,46.3,2022-01-04 15:52
357864098056037,520,11.4,46.3,2022-01-04 15:57
357864098056037,520,11.4,46.3,2022-01-04 16:02
357864098056037,521,11.4,46.2,2022-01-04 16:07
357864098056037,518,11.4,46.3,2022-01-04 16:12
357864098056037,517,11.4,46.2,2022-01-04 16:17
357864098056037,516,11.4,46.3,2022-01-04 16:22
357864098056037,518,11.4,46.3,2022-01-04 16:27
357864098056037,517,11.4,46.2,2022-01-04 16:32
357864098056037,516,11.4,46.2,2022-01-04 16:37
357864098056037,518,11.4,46.3,2022-01-04 16:42
357864098056037,516,11.5,46.2,2022-01-04 16:47
357864098056037,518,11.4,46.3,2022-01-04 16:52
357864098056037,516,11.5,46.3,2022-01-04 16:57
357864098056037,518,11.5,46.3,2022-01-04 17:02
357864098056037,519,11.5,46.2,2022-01-04 17:08
357864098056037,518,11.5,46.1,2022-01-04 17:13
357864098056037,516,11.5,46.2,2022-01-04 17:18
357864098056037,516,11.5,46.2,2022-01-04 17:23
357864098056037,518,11.5,46.3,2022-01-04 17:28
357864098056037,518,11.5,46.2,2022-01-04 17:33
357864098056037,518,11.5,46.3,2022-01-04 17:38
357864098056037,519,11.5,46.3,2022-01-04 17:43
357864098056037,517,11.5,46.3,2022-01-04 17:48
357864098056037,520,11.5,46.2,2022-01-04 17:53
357864098056037,519,11.5,46.3,2022-01-04 17:58
357864098056037,518,11.5,46.3,2022-01-04 18:03
357864098056037,518,11.5,46.2,2022-01-04 18:08
357864098056037,519,11.4,46.3,2022-01-04 18:13
357864098056037,519,11.5,46.3,2022-01-04 18:18
357864098056037,517,11.4,46.3,2022-01-04 18:23
357864098056037,519,11.5,46.2,2022-01-04 18:28
357864098056037,519,11.5,46.3,2022-01-04 18:33
357864098056037,515,11.4,46.3,2022-01-04 18:38
357864098056037,517,11.5,46.3,2022-01-04 18:43
357864098056037,519,11.5,46.3,2022-01-04 18:48
357864098056037,518,11.5,46.3,2022-01-04 18:53
357864098056037,520,11.5,46.2,2022-01-04 18:58
357864098056037,519,11.5,46.3,2022-01-04 19:03
357864098056037,518,11.5,46.3,2022-01-04 19:08
357864098056037,518,11.4,46.3,2022-01-04 19:13
357864098056037,518,11.4,46.2,2022-01-04 19:18
357864098056037,520,11.4,46.3,2022-01-04 19:23
357864098056037,520,11.5,46.3,2022-01-04 19:28
357864098056037,518,11.5,46.3,2022-01-04 19:33
357864098056037,517,11.4,46.3,2022-01-04 19:38
357864098056037,518,11.4,46.3,2022-01-04 19:43
357864098056037,519,11.5,46.2,2022-01-04 19:48
357864098056037,519,11.4,46.3,2022-01-04 19:53
357864098056037,516,11.4,46.3,2022-01-04 19:58
357864098056037,520,11.4,46.3,2022-01-04 20:03
357864098056037,519,11.4,46.2,2022-01-04 20:08
357864098056037,518,11.5,46.2,2022-01-04 20:13
357864098056037,520,11.4,46.3,2022-01-04 20:18
357864098056037,519,11.5,46.3,2022-01-04 20:23
357864098056037,518,11.4,46.3,2022-01-04 20:28
357864098056037,519,11.4,46.4,2022-01-04 20:33
357864098056037,517,11.4,46.3,2022-01-04 20:38
357864098056037,518,11.4,46.4,2022-01-04 20:44
357864098056037,519,11.4,46.4,2022-01-04 20:49
357864098056037,518,11.4,46.4,2022-01-04 20:54
357864098056037,518,11.4,46.5,2022-01-04 20:59
357864098056037,516,11.4,46.5,2022-01-04 21:04
357864098056037,519,11.4,46.5,2022-01-04 21:09
357864098056037,520,11.4,46.6,2022-01-04 21:14
357864098056037,519,11.4,46.5,2022-01-04 21:19
357864098056037,518,11.4,46.6,2022-01-04 21:24
357864098056037,520,11.4,46.5,2022-01-04 21:29
357864098056037,520,11.4,46.6,2022-01-04 21:34
357864098056037,519,11.4,46.6,2022-01-04 21:39
357864098056037,521,11.4,46.6,2022-01-04 21:44
357864098056037,520,11.4,46.7,2022-01-04 21:49
357864098056037,519,11.4,46.6,2022-01-04 21:54
357864098056037,520,11.4,46.6,2022-01-04 21:59
357864098056037,522,11.4,46.7,2022-01-04 22:04
357864098056037,523,11.4,46.8,2022-01-04 22:09
357864098056037,523,11.4,46.6,2022-01-04 22:14
357864098056037,523,11.4,46.8,2022-01-04 22:19
357864098056037,519,11.4,46.9,2022-01-04 22:24
357864098056037,522,11.4,46.8,2022-01-04 22:29
357864098056037,521,11.4,46.8,2022-01-04 22:34
357864098056037,520,11.3,46.8,2022-01-04 22:39
357864098056037,523,11.3,46.9,2022-01-04 22:44
357864098056037,523,11.4,46.9,2022-01-04 22:49
357864098056037,522,11.4,46.9,2022-01-04 22:54
357864098056037,522,11.4,46.9,2022-01-04 22:59
357864098056037,522,11.4,46.8,2022-01-04 23:04
357864098056037,523,11.4,46.9,2022-01-04 23:09
357864098056037,523,11.4,46.9,2022-01-04 23:14
357864098056037,525,11.4,46.9,2022-01-04 23:19
357864098056037,524,11.4,46.9,2022-01-04 23:24
357864098056037,524,11.4,46.9,2022-01-04 23:29
357864098056037,524,11.4,46.9,2022-01-04 23:34
357864098056037,524,11.4,46.9,2022-01-04 23:39
357864098056037,526,11.3,46.9,2022-01-04 23:44
357864098056037,524,11.4,46.9,2022-01-04 23:49
357864098056037,526,11.4,46.9,2022-01-04 23:54
357864098056037,524,11.4,46.9,2022-01-04 23:59
357864098056037,525,11.4,47.0,2022-01-05 00:04
357864098056037,524,11.3,47.0,2022-01-05 00:09
357864098056037,524,11.3,46.9,2022-01-05 00:14
357864098056037,523,11.3,47.0,2022-01-05 00:20
357864098056037,522,11.3,47.0,2022-01-05 00:25
357864098056037,524,11.4,47.0,2022-01-05 00:30
357864098056037,523,11.4,47.0,2022-01-05 00:35
357864098056037,525,11.3,47.0,2022-01-05 00:40
357864098056037,524,11.3,47.0,2022-01-05 00:45
357864098056037,526,11.3,47.1,2022-01-05 00:50
357864098056037,527,11.3,47.0,2022-01-05 00:55
357864098056037,526,11.3,47.0,2022-01-05 01:00
357864098056037,527,11.3,47.0,2022-01-05 01:05
357864098056037,527,11.3,47.1,2022-01-05 01:10
357864098056037,527,11.3,47.1,2022-01-05 01:15
357864098056037,527,11.3,47.0,2022-01-05 01:20
357864098056037,529,11.3,47.1,2022-01-05 01:25
357864098056037,527,11.3,47.1,2022-01-05 01:30
357864098056037,529,11.3,47.1,2022-01-05 01:35
357864098056037,528,11.3,47.1,2022-01-05 01:40
357864098056037,527,11.3,47.1,2022-01-05 01:45
357864098056037,525,11.3,47.1,2022-01-05 01:50
357864098056037,526,11.3,47.2,2022-01-05 01:55
357864098056037,526,11.3,47.1,2022-01-05 02:00
357864098056037,527,11.3,47.2,2022-01-05 02:05
357864098056037,528,11.3,47.1,2022-01-05 02:10
357864098056037,528,11.3,47.1,2022-01-05 02:15
357864098056037,523,11.3,47.2,2022-01-05 02:20
357864098056037,526,11.3,47.1,2022-01-05 02:25
357864098056037,525,11.3,47.1,2022-01-05 02:30
357864098056037,523,11.3,47.1,2022-01-05 02:35
357864098056037,526,11.3,47.2,2022-01-05 02:40
357864098056037,525,11.3,47.1,2022-01-05 02:45
357864098056037,524,11.3,47.2,2022-01-05 02:50
357864098056037,528,11.3,47.2,2022-01-05 02:55
357864098056037,527,11.3,47.2,2022-01-05 03:00
357864098056037,527,11.3,47.1,2022-01-05 03:05
357864098056037,526,11.3,47.2,2022-01-05 03:10
357864098056037,524,11.3,47.2,2022-01-05 03:15
357864098056037,526,11.3,47.2,2022-01-05 03:20
357864098056037,523,11.3,47.2,2022-01-05 03:25
357864098056037,525,11.3,47.2,2022-01-05 03:30
357864098056037,526,11.3,47.2,2022-01-05 03:35
357864098056037,525,11.3,47.1,2022-01-05 03:40
357864098056037,527,11.3,47.2,2022-01-05 03:45
357864098056037,528,11.3,47.3,2022-01-05 03:50
357864098056037,530,11.3,47.3,2022-01-05 03:56
357864098056037,526,11.2,47.3,2022-01-05 04:01
357864098056037,525,11.2,47.3,2022-01-05 04:06
357864098056037,525,11.3,47.3,2022-01-05 04:11
357864098056037,526,11.3,47.3,2022-01-05 04:16
357864098056037,525,11.2,47.3,2022-01-05 04:21
357864098056037,526,11.2,47.3,2022-01-05 04:26
357864098056037,526,11.2,47.3,2022-01-05 04:31
357864098056037,527,11.2,47.3,2022-01-05 04:36
357864098056037,526,11.2,47.4,2022-01-05 04:41
357864098056037,525,11.2,47.4,2022-01-05 04:46
357864098056037,527,11.2,47.3,2022-01-05 04:51
357864098056037,524,11.2,47.4,2022-01-05 04:56
357864098056037,524,11.2,47.4,2022-01-05 05:01
357864098056037,524,11.2,47.3,2022-01-05 05:06
357864098056037,526,11.2,47.3,2022-01-05 05:11
357864098056037,526,11.2,47.3,2022-01-05 05:16
357864098056037,527,11.2,47.4,2022-01-05 05:21
357864098056037,525,11.2,47.4,2022-01-05 05:26
357864098056037,525,11.2,47.4,2022-01-05 05:31
357864098056037,524,11.2,47.4,2022-01-05 05:36
357864098056037,523,11.2,47.5,2022-01-05 05:41
357864098056037,525,11.2,47.3,2022-01-05 05:46
357864098056037,526,11.2,47.5,2022-01-05 05:51
357864098056037,526,11.2,47.4,2022-01-05 05:56
357864098056037,526,11.2,47.4,2022-01-05 06:01
357864098056037,523,11.2,47.5,2022-01-05 06:06
357864098056037,523,11.2,47.4,2022-01-05 06:11
357864098056037,524,11.2,47.4,2022-01-05 06:16
357864098056037,525,11.2,47.5,2022-01-05 06:21
357864098056037,525,11.2,47.4,2022-01-05 06:26
357864098056037,525,11.2,47.5,2022-01-05 06:31
357864098056037,526,11.2,47.5,2022-01-05 06:36
357864098056037,526,11.2,47.4,2022-01-05 06:41
357864098056037,527,11.2,47.5,2022-01-05 06:46
357864098056037,527,11.2,47.5,2022-01-05 06:51
357864098056037,527,11.2,47.5,2022-01-05 06:56
357864098056037,528,11.2,47.5,2022-01-05 07:01
357864098056037,525,11.2,47.5,2022-01-05 07:06
357864098056037,527,11.2,47.5,2022-01-05 07:11
357864098056037,528,11.2,47.5,2022-01-05 07:16
357864098056037,528,11.2,47.5,2022-01-05 07:21
357864098056037,527,11.2,47.5,2022-01-05 07:26
357864098056037,525,11.2,47.5,2022-01-05 07:31
357864098056037,526,11.2,47.4,2022-01-05 07:37
357864098056037,526,11.2,47.5,2022-01-05 07:42
357864098056037,526,11.2,47.5,2022-01-05 07:47
357864098056037,527,11.2,47.4,2022-01-05 07:52
357864098056037,530,11.2,47.5,2022-01-05 07:57
357864098056037,529,11.2,47.4,2022-01-05 08:02
357864098056037,530,11.2,47.4,2022-01-05 08:07
357864098056037,529,11.2,47.5,2022-01-05 08:12
357864098056037,527,11.2,47.5,2022-01-05 08:17
357864098056037,530,11.2,47.4,2022-01-05 08:22
357864098056037,530,11.2,47.5,2022-01-05 08:27
357864098056037,529,11.2,47.5,2022-01-05 08:32
357864098056037,529,11.2,47.5,2022-01-05 08:37
357864098056037,528,11.2,47.5,2022-01-05 08:42
357864098056037,528,11.2,47.4,2022-01-05 08:47
357864098056037,528,11.2,47.5,2022-01-05 08:52
357864098056037,528,11.2,47.6,2022-01-05 08:57
357864098056037,531,11.2,47.5,2022-01-05 09:02
357864098056037,531,11.2,47.6,2022-01-05 09:07
357864098056037,532,11.2,47.6,2022-01-05 09:12
357864098056037,533,11.2,47.5,2022-01-05 09:17
357864098056037,533,11.2,47.5,2022-01-05 09:22
357864098056037,532,11.2,47.5,2022-01-05 09:27
357864098056037,534,11.3,47.5,2022-01-05 09:32
357864098056037,532,11.2,47.5,2022-01-05 09:37
357864098056037,532,11.2,47.5,2022-01-05 09:42
357864098056037,533,11.2,47.5,2022-01-05 09:47
357864098056037,532,11.2,47.6,2022-01-05 09:52
357864098056037,532,11.2,47.5,2022-01-05 09:57
357864098056037,534,11.2,47.6,2022-01-05 10:02
357864098056037,534,11.2,47.5,2022-01-05 10:07
357864098056037,532,11.2,47.5,2022-01-05 10:12
357864098056037,533,11.2,47.6,2022-01-05 10:17
357864098056037,533,11.2,47.4,2022-01-05 10:22
357864098056037,532,11.2,47.5,2022-01-05 10:27
357864098056037,531,11.3,47.5,2022-01-05 10:32
357864098056037,531,11.2,47.5,2022-01-05 10:37
357864098056037,531,11.3,47.5,2022-01-05 10:42
357864098056037,530,11.3,47.5,2022-01-05 10:47
357864098056037,532,11.3,47.5,2022-01-05 10:52
357864098056037,531,11.3,47.5,2022-01-05 10:57
357864098056037,533,11.3,47.6,2022-01-05 11:02
357864098056037,533,11.3,47.4,2022-01-05 11:07
357864098056037,531,11.3,47.4,2022-01-05 11:13
357864098056037,534,11.3,47.5,2022-01-05 11:18
357864098056037,533,11.3,47.5,2022-01-05 11:23
357864098056037,533,11.3,47.6,2022-01-05 11:28
357864098056037,533,11.3,47.4,2022-01-05 11:33
357864098056037,532,11.3,47.5,2022-01-05 11:38
357864098056037,529,11.3,47.5,2022-01-05 11:43
357864098056037,530,11.3,47.4,2022-01-05 11:48
357864098056037,529,11.4,47.3,2022-01-05 11:53
357864098056037,531,11.4,47.0,2022-01-05 11:58
357864098056037,531,11.3,47.2,2022-01-05 12:03
357864098056037,532,11.3,47.2,2022-01-05 12:08
357864098056037,531,11.3,47.2,2022-01-05 12:13
357864098056037,533,11.3,47.3,2022-01-05 12:18
357864098056037,531,11.3,47.3,2022-01-05 12:23
357864098056037,532,11.3,47.3,2022-01-05 12:28
357864098056037,530,11.3,47.4,2022-01-05 12:33
357864098056037,532,11.3,47.2,2022-01-05 12:38
357864098056037,529,11.3,47.3,2022-01-05 12:43
357864098056037,530,11.3,47.3,2022-01-05 12:48
357864098056037,529,11.3,47.4,2022-01-05 12:53
357864098056037,530,11.3,47.3,2022-01-05 12:58
357864098056037,528,11.3,47.3,2022-01-05 13:03
357864098056037,528,11.3,47.3,2022-01-05 13:08
357864098056037,529,11.3,47.3,2022-01-05 13:13
357864098056037,529,11.3,47.2,2022-01-05 13:18
357864098056037,529,11.4,47.3,2022-01-05 13:23
357864098056037,529,11.3,47.3,2022-01-05 13:28
357864098056037,529,11.3,47.3,2022-01-05 13:33
357864098056037,528,11.3,47.3,2022-01-05 13:38
357864098056037,528,11.4,47.2,2022-01-05 13:43
357864098056037,526,11.4,47.3,2022-01-05 13:48
357864098056037,525,11.4,47.2,2022-01-05 13:53
357864098056037,525,11.4,47.3,2022-01-05 13:58
357864098056037,529,11.4,47.3,2022-01-05 14:03
357864098056037,529,11.4,47.3,2022-01-05 14:08
357864098056037,530,11.4,47.3,2022-01-05 14:13
357864098056037,528,11.4,47.3,2022-01-05 14:18
357864098056037,527,11.4,47.2,2022-01-05 14:23
357864098056037,529,11.4,47.2,2022-01-05 14:28
357864098056037,524,11.4,47.3,2022-01-05 14:33
357864098056037,524,11.4,47.2,2022-01-05 14:38
357864098056037,527,11.4,47.2,2022-01-05 14:44
357864098056037,528,11.4,47.1,2022-01-05 14:49
357864098056037,524,11.4,47.3,2022-01-05 14:54
357864098056037,526,11.4,47.2,2022-01-05 14:59
357864098056037,523,11.4,47.2,2022-01-05 15:04
357864098056037,525,11.4,47.2,2022-01-05 15:09
357864098056037,525,11.4,47.1,2022-01-05 15:14
357864098056037,526,11.4,47.2,2022-01-05 15:19
357864098056037,524,11.4,47.1,2022-01-05 15:24
357864098056037,524,11.4,47.2,2022-01-05 15:29
357864098056037,525,11.4,47.1,2022-01-05 15:34
357864098056037,523,11.4,47.1,2022-01-05 15:39
357864098056037,524,11.4,47.1,2022-01-05 15:44
357864098056037,527,11.5,47.1,2022-01-05 15:49
357864098056037,524,11.4,47.2,2022-01-05 15:54
357864098056037,524,11.5,47.1,2022-01-05 15:59
357864098056037,525,11.4,47.2,2022-01-05 16:04
357864098056037,528,11.4,47.1,2022-01-05 16:09
357864098056037,527,11.4,47.2,2022-01-05 16:14
357864098056037,525,11.4,47.2,2022-01-05 16:19
357864098056037,527,11.4,47.1,2022-01-05 16:24
357864098056037,525,11.4,47.2,2022-01-05 16:29
357864098056037,524,11.4,47.2,2022-01-05 16:34
357864098056037,525,11.4,47.3,2022-01-05 16:39
357864098056037,523,11.4,47.2,2022-01-05 16:44
357864098056037,527,11.4,47.3,2022-01-05 16:49
357864098056037,524,11.4,47.2,2022-01-05 16:54
357864098056037,524,11.4,47.4,2022-01-05 16:59
357864098056037,526,11.4,47.3,2022-01-05 17:04
357864098056037,522,11.4,47.4,2022-01-05 17:09
357864098056037,522,11.4,47.4,2022-01-05 17:14
357864098056037,522,11.4,47.3,2022-01-05 17:19
357864098056037,524,11.4,47.4,2022-01-05 17:24
357864098056037,522,11.4,47.5,2022-01-05 17:29
357864098056037,523,11.4,47.4,2022-01-05 17:34
357864098056037,524,11.3,47.4,2022-01-05 17:39
357864098056037,524,11.4,47.4,2022-01-05 17:44
357864098056037,525,11.3,47.4,2022-01-05 17:49
357864098056037,523,11.4,47.5,2022-01-05 17:54
357864098056037,521,11.4,47.5,2022-01-05 17:59
357864098056037,523,11.4,47.5,2022-01-05 18:04
357864098056037,521,11.3,47.5,2022-01-05 18:09
357864098056037,521,11.4,47.4,2022-01-05 18:14
357864098056037,525,11.4,47.5,2022-01-05 18:19
357864098056037,522,11.4,47.5,2022-01-05 18:25
357864098056037,522,11.4,47.5,2022-01-05 18:30
357864098056037,522,11.4,47.5,2022-01-05 18:35
357864098056037,524,11.4,47.5,2022-01-05 18:40
357864098056037,523,11.4,47.5,2022-01-05 18:45
357864098056037,523,11.4,47.5,2022-01-05 18:50
357864098056037,522,11.4,47.4,2022-01-05 18:55
357864098056037,521,11.4,47.4,2022-01-05 19:00
357864098056037,522,11.4,47.4,2022-01-05 19:05
357864098056037,524,11.4,47.4,2022-01-05 19:10
357864098056037,524,11.4,47.5,2022-01-05 19:15
357864098056037,524,11.4,47.6,2022-01-05 19:20
357864098056037,524,11.4,47.6,2022-01-05 19:25
357864098056037,524,11.4,47.5,2022-01-05 19:30
357864098056037,524,11.4,47.5,2022-01-05 19:35
357864098056037,524,11.4,47.6,2022-01-05 19:40
357864098056037,523,11.4,47.6,2022-01-05 19:45
357864098056037,525,11.4,47.5,2022-01-05 19:50
357864098056037,523,11.4,47.5,2022-01-05 19:55
357864098056037,525,11.4,47.6,2022-01-05 20:00
357864098056037,523,11.4,47.5,2022-01-05 20:05
357864098056037,522,11.4,47.5,2022-01-05 20:10
357864098056037,523,11.4,47.6,2022-01-05 20:15
357864098056037,522,11.4,47.6,2022-01-05 20:20
357864098056037,522,11.4,47.6,2022-01-05 20:25
357864098056037,522,11.4,47.6,2022-01-05 20:30
357864098056037,522,11.4,47.5,2022-01-05 20:35
357864098056037,521,11.4,47.6,2022-01-05 20:40
357864098056037,523,11.4,47.7,2022-01-05 20:45
357864098056037,524,11.4,47.6,2022-01-05 20:50
357864098056037,522,11.4,47.5,2022-01-05 20:55
357864098056037,524,11.4,47.7,2022-01-05 21:00
357864098056037,524,11.4,47.7,2022-01-05 21:05
357864098056037,526,11.4,47.7,2022-01-05 21:10
357864098056037,524,11.4,47.6,2022-01-05 21:15
357864098056037,525,11.4,47.6,2022-01-05 21:20
357864098056037,524,11.4,47.7,2022-01-05 21:25
357864098056037,525,11.4,47.6,2022-01-05 21:30
357864098056037,525,11.4,47.7,2022-01-05 21:35
357864098056037,524,11.4,47.6,2022-01-05 21:40
357864098056037,525,11.4,47.7,2022-01-05 21:45
357864098056037,525,11.4,47.7,2022-01-05 21:50
357864098056037,523,11.4,47.7,2022-01-05 21:55
357864098056037,526,11.4,47.7,2022-01-05 22:01
357864098056037,526,11.4,47.8,2022-01-05 22:06
357864098056037,524,11.4,47.7,2022-01-05 22:11
357864098056037,526,11.4,47.8,2022-01-05 22:16
357864098056037,528,11.4,47.8,2022-01-05 22:21
357864098056037,526,11.4,47.8,2022-01-05 22:26
357864098056037,526,11.4,47.9,2022-01-05 22:31
357864098056037,530,11.4,47.8,2022-01-05 22:36
357864098056037,527,11.4,48.0,2022-01-05 22:41
357864098056037,526,11.4,47.9,2022-01-05 22:46
357864098056037,527,11.4,48.0,2022-01-05 22:51
357864098056037,526,11.4,48.0,2022-01-05 22:56
357864098056037,529,11.4,47.9,2022-01-05 23:01
357864098056037,528,11.4,48.0,2022-01-05 23:06
357864098056037,530,11.4,48.1,2022-01-05 23:11
357864098056037,530,11.4,48.0,2022-01-05 23:16
357864098056037,533,11.4,48.1,2022-01-05 23:21
357864098056037,531,11.4,48.1,2022-01-05 23:26
357864098056037,530,11.4,48.1,2022-01-05 23:31
357864098056037,532,11.4,48.1,2022-01-05 23:36
357864098056037,529,11.4,48.2,2022-01-05 23:41
357864098056037,529,11.4,48.2,2022-01-05 23:46
357864098056037,528,11.4,48.3,2022-01-05 23:51
357864098056037,530,11.5,48.1,2022-01-05 23:56
357864098056037,529,11.4,48.3,2022-01-06 00:01
357864098056037,531,11.4,48.3,2022-01-06 00:06
357864098056037,531,11.4,48.3,2022-01-06 00:11
357864098056037,530,11.4,48.4,2022-01-06 00:16
357864098056037,531,11.4,48.4,2022-01-06 00:21
357864098056037,530,11.4,48.4,2022-01-06 00:26
357864098056037,528,11.4,48.5,2022-01-06 00:31
357864098056037,529,11.4,48.5,2022-01-06 00:36
357864098056037,528,11.4,48.6,2022-01-06 00:41
357864098056037,531,11.4,48.5,2022-01-06 00:46
357864098056037,529,11.4,48.6,2022-01-06 00:51
357864098056037,530,11.4,48.5,2022-01-06 00:56
357864098056037,527,11.4,48.7,2022-01-06 01:01
357864098056037,527,11.4,48.7,2022-01-06 01:06
357864098056037,528,11.4,48.6,2022-01-06 01:11
357864098056037,530,11.4,48.7,2022-01-06 01:16
357864098056037,529,11.4,48.7,2022-01-06 01:21
357864098056037,529,11.4,48.7,2022-01-06 01:26
357864098056037,528,11.4,48.8,2022-01-06 01:31
357864098056037,527,11.4,48.8,2022-01-06 01:37
357864098056037,528,11.4,48.7,2022-01-06 01:42
357864098056037,529,11.4,48.8,2022-01-06 01:47
357864098056037,531,11.4,48.8,2022-01-06 01:52
357864098056037,529,11.4,48.8,2022-01-06 01:57
357864098056037,529,11.4,48.9,2022-01-06 02:02
357864098056037,528,11.4,48.9,2022-01-06 02:07
357864098056037,529,11.4,49.0,2022-01-06 02:12
357864098056037,527,11.4,49.0,2022-01-06 02:17
357864098056037,528,11.4,49.0,2022-01-06 02:22
357864098056037,530,11.4,49.0,2022-01-06 02:27
357864098056037,530,11.4,49.1,2022-01-06 02:32
357864098056037,529,11.4,49.1,2022-01-06 02:37
357864098056037,531,11.4,49.1,2022-01-06 02:42
357864098056037,527,11.4,49.1,2022-01-06 02:47
357864098056037,530,11.4,49.2,2022-01-06 02:52
357864098056037,526,11.4,49.2,2022-01-06 02:57
357864098056037,528,11.4,49.2,2022-01-06 03:02
357864098056037,528,11.4,49.2,2022-01-06 03:07
357864098056037,527,11.4,49.3,2022-01-06 03:12
357864098056037,525,11.4,49.3,2022-01-06 03:17
357864098056037,525,11.4,49.4,2022-01-06 03:22
357864098056037,524,11.4,49.4,2022-01-06 03:27
357864098056037,525,11.4,49.3,2022-01-06 03:32
357864098056037,526,11.4,49.3,2022-01-06 03:37
357864098056037,526,11.4,49.4,2022-01-06 03:42
357864098056037,527,11.4,49.6,2022-01-06 03:47
357864098056037,527,11.4,49.8,2022-01-06 03:52
357864098056037,530,11.4,50.0,2022-01-06 03:57
357864098056037,533,11.4,50.2,2022-01-06 04:02
357864098056037,530,11.4,50.2,2022-01-06 04:07
357864098056037,530,11.4,50.4,2022-01-06 04:12
357864098056037,531,11.4,50.6,2022-01-06 04:17
357864098056037,532,11.4,50.7,2022-01-06 04:22
357864098056037,533,11.4,50.9,2022-01-06 04:27
357864098056037,532,11.4,50.9,2022-01-06 04:32
